conversation_id,user_a_id,user_b_id,conversation_text,avg_response_times_minutes,message_count_a,message_count_b,conversation_days,avg_message_length,last_response_hours_ago,status
C0060,U030,U134,"[{""speaker"": ""A"", ""message"": ""What brought you to Sangha?""}, {""speaker"": ""B"", ""message"": ""Trying to get back into meditation.""}, {""speaker"": ""A"", ""message"": ""What kind of practices are you into?""}, {""speaker"": ""B"", ""message"": ""What kind of practices are you into?""}]",4115.8,2,2,3,6.2,33,stalled
C0061,U105,U035,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Nice""}, {""speaker"": ""B"", ""message"": ""For sure""}, {""speaker"": ""A"", ""message"": ""Haha same""}, {""speaker"": ""B"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""Haha same""}, {""speaker"": ""B"", ""message"": ""Totally""}]",192.6,5,5,7,5.7,11,ready_for_event
C0062,U116,U192,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""Just exploring a bit.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""Makes sense""}, {""speaker"": ""A"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""B"", ""message"": ""Totally""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""A"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}]",285.4,12,3,9,9.6,23,one_sided
C0063,U185,U066,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""Trying to get back into meditation.""}, {""speaker"": ""A"", ""message"": ""Yeah I relate to that.""}]",5098.9,2,1,3,6.3,134,stalled
C0064,U065,U128,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""I saw a breathwork class nearby that feels pretty aligned.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}, {""speaker"": ""A"", ""message"": ""I think it could be a nice low-pressure way to meet.""}, {""speaker"": ""B"", ""message"": ""Agreed. I like that it\u2019s centered around practice, not just chatting.""}]",42.5,6,6,25,8.6,8,ready_for_event
C0065,U170,U044,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s a meditation event next Thursday that looks really grounding.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}]",57.1,5,5,5,8.0,7,ready_for_event
C0066,U145,U156,"[{""speaker"": ""A"", ""message"": ""Love that""}, {""speaker"": ""B"", ""message"": ""Pretty good""}, {""speaker"": ""A"", ""message"": ""Love that""}, {""speaker"": ""B"", ""message"": ""Not really haha""}, {""speaker"": ""A"", ""message"": ""Hey!""}, {""speaker"": ""B"", ""message"": ""Hey haha""}, {""speaker"": ""A"", ""message"": ""Any plans this weekend?""}]",2479.3,4,3,4,2.3,26,stalled
C0067,U195,U137,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""Trying to get back into meditation.""}, {""speaker"": ""A"", ""message"": ""That makes sense.""}]",4933.4,2,1,7,5.7,162,stalled
C0068,U020,U195,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""Haha same""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""A"", ""message"": ""For sure""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""A"", ""message"": ""Nice""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""Love that""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""For sure""}]",306.6,8,8,4,4.9,13,healthy
C0069,U018,U066,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s actually a sound bath this weekend I was thinking of going to.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}]",24.4,5,5,6,8.6,11,ready_for_event
C0070,U136,U058,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""Trying to get back into meditation.""}]",2424.3,1,1,10,9.0,36,stalled
C0071,U179,U072,"[{""speaker"": ""B"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""A"", ""message"": ""Just exploring a bit.""}, {""speaker"": ""B"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet more intentional people honestly.""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}]",922.6,2,10,1,8.7,18,one_sided
C0072,U107,U067,"[{""speaker"": ""A"", ""message"": ""What brought you to Sangha?""}, {""speaker"": ""B"", ""message"": ""Mostly just exploring right now.""}]",4854.9,1,1,10,5.0,58,stalled
C0073,U061,U003,"[{""speaker"": ""A"", ""message"": ""What brought you to Sangha?""}, {""speaker"": ""B"", ""message"": ""Mostly just exploring right now.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve had a busy week.""}]",5313.9,2,1,3,5.0,65,stalled
C0074,U196,U012,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""Mostly just exploring right now.""}, {""speaker"": ""A"", ""message"": ""Yeah I relate to that.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve had a busy week.""}, {""speaker"": ""A"", ""message"": ""That makes sense.""}, {""speaker"": ""B"", ""message"": ""That makes sense.""}]",1330.1,3,3,8,4.8,167,stalled
C0075,U115,U198,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Nice""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""Makes sense""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""B"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""For sure""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Haha same""}, {""speaker"": ""B"", ""message"": ""Love that""}, {""speaker"": ""A"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}]",316.3,9,8,3,7.6,5,healthy
C0076,U121,U029,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""Nice""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""A"", ""message"": ""Cool""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}]",179.5,5,5,4,6.2,8,healthy
C0077,U070,U189,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""For sure""}, {""speaker"": ""B"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""Totally""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""Makes sense""}]",444.0,9,8,3,7.5,3,healthy
C0078,U074,U177,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""Yeah, still figuring it out.""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""A"", ""message"": ""Same. I think finding aligned community is the hardest part.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""A"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}]",200.1,13,1,1,10.5,25,one_sided
C0079,U086,U083,"[{""speaker"": ""A"", ""message"": ""Hey!""}, {""speaker"": ""B"", ""message"": ""Pretty good""}, {""speaker"": ""A"", ""message"": ""That\u2019s cool""}, {""speaker"": ""B"", ""message"": ""Busy honestly""}, {""speaker"": ""A"", ""message"": ""Hey haha""}, {""speaker"": ""B"", ""message"": ""Hey!""}, {""speaker"": ""A"", ""message"": ""Not really haha""}, {""speaker"": ""B"", ""message"": ""Any plans this weekend?""}, {""speaker"": ""A"", ""message"": ""That\u2019s cool""}]",1763.6,5,4,1,2.1,14,shallow
C0080,U092,U037,"[{""speaker"": ""B"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""A"", ""message"": ""Yeah, still figuring it out.""}, {""speaker"": ""B"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""A"", ""message"": ""Makes sense""}, {""speaker"": ""B"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""B"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""B"", ""message"": ""Most of my friends aren\u2019t really into this kind of stuff.""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}]",861.0,3,14,12,9.2,5,one_sided
C0081,U072,U168,"[{""speaker"": ""A"", ""message"": ""Do you usually go to wellness events?""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""Would you ever want to go to a kirtan together sometime?""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}]",30.0,5,5,6,8.3,3,ready_for_event
C0082,U074,U163,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""Cool""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""A"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""Makes sense""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}]",416.4,8,7,2,8.7,14,healthy
C0083,U135,U020,"[{""speaker"": ""A"", ""message"": ""What brought you to Sangha?""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""Cool""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""Love that""}, {""speaker"": ""A"", ""message"": ""Haha same""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}]",153.0,6,5,12,6.6,13,healthy
C0084,U192,U196,"[{""speaker"": ""A"", ""message"": ""What brought you to Sangha?""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s a meditation event next Thursday that looks really grounding.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}]",66.2,5,5,8,7.8,2,ready_for_event
C0085,U007,U089,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s a meditation event next Thursday that looks really grounding.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}]",47.7,5,5,19,8.7,4,ready_for_event
C0086,U174,U200,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Yeah I\u2019ve been feeling that too. It would be nice to meet people in person.""}, {""speaker"": ""A"", ""message"": ""There\u2019s actually a sound bath this weekend I was thinking of going to.""}, {""speaker"": ""B"", ""message"": ""Wait that actually sounds amazing.""}, {""speaker"": ""A"", ""message"": ""You should come if you\u2019re free.""}, {""speaker"": ""B"", ""message"": ""I\u2019d definitely be down.""}, {""speaker"": ""A"", ""message"": ""Amazing, I\u2019ll send you the details \ud83d\ude4f""}, {""speaker"": ""B"", ""message"": ""Perfect, thank you :)""}, {""speaker"": ""A"", ""message"": ""I think it could be a nice low-pressure way to meet.""}, {""speaker"": ""B"", ""message"": ""Agreed. I like that it\u2019s centered around practice, not just chatting.""}]",92.4,6,6,15,8.8,5,ready_for_event
C0087,U094,U091,"[{""speaker"": ""A"", ""message"": ""Are you looking more for events, community, or personal practice right now?""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""Makes sense""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""B"", ""message"": ""Makes sense""}, {""speaker"": ""A"", ""message"": ""Makes sense""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}]",364.9,6,5,11,6.3,19,healthy
C0088,U042,U027,"[{""speaker"": ""B"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""A"", ""message"": ""Just exploring a bit.""}, {""speaker"": ""B"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""Yeah""}, {""speaker"": ""B"", ""message"": ""Do you usually go to things like this?""}, {""speaker"": ""B"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""B"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}, {""speaker"": ""B"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}]",486.2,3,14,12,9.2,31,one_sided
C0089,U045,U069,"[{""speaker"": ""A"", ""message"": ""Have you been exploring spirituality for a while?""}, {""speaker"": ""B"", ""message"": ""Trying to get back into meditation.""}, {""speaker"": ""A"", ""message"": ""What kind of practices are you into?""}]",1972.9,2,1,9,7.0,147,stalled
C0090,U121,U048,"[{""speaker"": ""A"", ""message"": ""What brought you to Sangha?""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""B"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""That\u2019s beautiful. I\u2019ve been realizing how much environment affects my practice.""}, {""speaker"": ""B"", ""message"": ""Yeah""}, {""speaker"": ""A"", ""message"": ""Totally""}, {""speaker"": ""B"", ""message"": ""Haha same""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Nice""}, {""speaker"": ""A"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""B"", ""message"": ""That makes sense. A lot of social spaces feel pretty surface-level.""}, {""speaker"": ""A"", ""message"": ""I got into meditation after feeling pretty burned out last year.""}]",349.4,7,6,11,8.0,2,ready_for_event
C0091,U022,U069,"[{""speaker"": ""A"", ""message"": ""What kind of practices are helping you lately?""}, {""speaker"": ""B"", ""message"": ""Mostly curious.""}, {""speaker"": ""A"", ""message"": ""I relate to that. It\u2019s easy to practice alone, but harder to stay consistent without support.""}, {""speaker"": ""A"", ""message"": ""Yeah, I\u2019ve been wanting something that feels more intentional than just another meetup.""}, {""speaker"": ""B"", ""message"": ""Totally""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}, {""speaker"": ""A"", ""message"": ""I\u2019m trying to spend less time online and more time in real community.""}, {""speaker"": ""A"", ""message"": ""I think community makes practice feel more real.""}, {""speaker"": ""B"", ""message"": ""Totally""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet more intentional people honestly.""}, {""speaker"": ""A"", ""message"": ""Mostly journaling, breathwork, and trying to be more present.""}, {""speaker"": ""A"", ""message"": ""I feel like I\u2019ve been searching for deeper connection.""}, {""speaker"": ""A"", ""message"": ""I\u2019ve been wanting to meet people who care about inner growth.""}, {""speaker"": ""A"", ""message"": ""Honestly I\u2019ve been craving more grounded community lately.""}]",250.3,11,3,8,8.3,5,one_sided
